"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-02","14.09","0.30","58","62","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-03","12.30","0.18","54","55","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-04","12.75","0.03","55","61","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-05","10.96","0.00","53","56","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-06","6.93","0.05","51","56","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-07","5.82","0.04","49","53","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-08","4.25","0.00","43","50","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-09","3.58","0.07","41","43","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-10","6.93","0.00","43","50","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-11","9.40","0.00","42","50","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-12","8.72","0.00","48","61","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-13","6.49","0.00","49","54","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-14","9.62","0.11","50","57","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-15","7.38","0.02","52","55","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-16","10.07","0.03","53","55","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-17","13.20","0.00","48","55","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-18","6.93","0.00","45","55","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-19","2.46","0.00","44","54","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-20","3.58","0.00","43","55","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-21","4.70","0.11","50","53","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-22","10.51","0.48","49","52","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-23","8.72","0.34","47","49","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-24","4.92","0.00","44","49","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-25","2.91","0.01","44","48","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-26","7.83","1.42","48","57","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-27","11.63","1.84","54","58","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-28","6.26","0.16","50","51","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-29","8.05","0.00","47","50","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-11-30","8.28","0.19","46","50","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-01","2.46","0.07","44","46","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-02","3.58","0.06","43","46","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-03","8.72","0.00","41","47","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-04","10.74","0.00","39","47","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-05","12.53","0.00","37","45","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-06","9.62","0.00","40","46","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-07","8.05","0.00","39","44","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-08","9.40","0.00","42","48","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-09","12.30","0.59","45","48","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-10","9.62","0.09","44","49","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-11","11.86","0.73","45","50","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-12","11.18","0.07","45","49","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-13","8.95","0.29","47","52","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-14","12.97","0.01","49","57","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-15","10.07","0.06","46","52","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-16","10.74","0.33","49","56","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-17","11.18","0.45","50","54","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-18","14.76","0.70","49","54","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-19","9.40","0.11","47","51","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-20","16.55","0.27","51","59","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-21","7.38","0.00","41","44","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-22","7.38","0.30","41","48","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-23","9.17","0.72","44","47","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-24","8.28","0.00","45","51","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-25","4.03","0.02","41","45","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-26","7.83","0.14","41","43","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-27","3.13","0.01","41","47","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-28","10.29","0.43","41","49","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-29","15.21","0.63","49","51","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-30","6.71","0.00","45","49","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2018-12-31","4.92","0.00","39","43","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-01","2.01","0.00","38","44","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-02","6.93","0.04","37","47","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-03","11.18","0.78","47","56","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-04","11.41","0.08","51","51","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-05","4.03","0.04","46","51","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-06","12.75","0.40","45","50","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-07","10.07","0.00","40","45","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-08","10.51","0.15","41","49","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-09","10.51","0.20","47","53","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-10","7.83","0.26","50","54","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-11","7.61","0.00","51","61","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-12","5.37","0.00","51","59","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-13","6.93","0.00","47","56","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-14","6.49","0.00","43","51","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-15","3.36","0.00","39","47","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-16","9.17","0.00","44","55","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-17","12.97","0.05","51","57","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-18","10.29","0.41","50","53","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-19","11.41","0.10","48","51","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-20","7.38","0.00","44","47","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-21","4.25","0.00","41","47","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-22","10.96","0.85","43","49","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-23","8.05","0.37","48","51","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-24","3.36","0.09","46","47","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-25","4.92","0.00","44","50","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-26","7.16","0.00","42","51","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-27","7.16","0.00","41","43","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-28","10.74","0.00","43","51","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-29","6.93","0.00","43","54","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-30","2.46","0.00","42","51","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-01-31","5.37","0.01","44","54","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-01","7.61","0.68","48","50","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-02","6.93","0.03","47","48","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-03","11.18","0.09","41","42","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-04","16.55","0.13","29","32","25"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-05","3.80","0.00","27","34","20"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-06","4.70","0.00","28","37","20"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-07","5.37","0.00","31","39","25"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-08","7.38","0.46","33","37","29"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-09","13.87","0.16","31","33","25"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-10","12.08","0.16","27","36","21"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-11","7.16","1.22","33","38","29"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-12","9.17","0.86","35","40","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-13","7.61","0.02","37","39","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-14","9.17","0.12","37","44","29"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-15","6.93","0.00","41","47","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-16","4.25","0.15","40","44","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-17","3.58","0.00","38","43","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-18","5.37","0.05","38","45","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-19","7.38","0.13","40","43","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-20","7.38","0.19","40","43","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-21","6.04","0.00","39","47","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-22","10.96","0.11","39","42","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-23","7.61","0.05","40","45","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-24","8.72","0.01","40","42","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-25","11.18","0.00","38","44","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-26","12.75","0.00","37","43","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-27","8.05","0.00","37","43","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-02-28","5.14","0.00","38","49","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-01","6.26","0.00","42","51","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-02","11.18","0.00","42","51","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-03","12.97","0.00","40","47","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-04","10.74","0.00","37","46","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-05","9.40","0.00","38","49","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-06","9.40","0.12","38","40","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-07","10.51","0.21","37","45","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-08","3.36","0.06","37","41","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-09","6.26","0.00","36","48","30"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-10","4.25","0.00","40","52","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-11","8.50","0.28","42","51","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-12","5.82","0.49","42","48","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-13","4.70","0.00","42","52","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-14","5.14","0.00","45","54","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-15","5.59","0.00","49","60","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-16","5.59","0.00","50","61","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-17","8.95","0.00","51","64","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-18","16.11","0.00","57","76","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-19","15.43","0.00","67","79","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-20","11.63","0.00","68","79","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-21","8.50","0.00","58","60","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-22","8.28","0.01","53","65","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-23","4.92","0.00","51","59","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-24","4.92","0.00","50","57","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-25","9.17","0.16","51","60","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-26","8.05","0.04","48","58","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-27","14.32","0.00","49","60","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-28","4.92","0.00","52","64","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-29","4.70","0.00","53","62","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-30","6.71","0.00","53","66","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-03-31","6.71","0.00","55","68","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-01","9.17","0.00","56","70","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-02","10.07","0.00","60","68","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-03","11.86","0.03","56","59","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-04","5.59","0.06","52","63","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-05","11.41","0.32","54","57","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-06","10.51","0.26","50","57","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-07","5.82","0.28","49","55","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-08","4.70","0.05","52","61","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-09","10.07","0.33","51","58","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-10","10.74","0.28","49","53","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-11","9.17","0.40","49","53","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-12","5.59","0.65","51","60","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-13","14.54","0.09","49","51","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-14","12.30","0.01","46","51","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-15","6.71","0.00","46","56","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-16","7.38","0.21","50","56","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-17","10.29","0.00","52","63","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-18","8.05","0.13","57","62","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-19","8.05","0.16","56","56","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-20","4.92","0.00","52","60","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-21","7.16","0.00","52","60","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-22","8.50","0.13","52","59","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-23","10.07","0.00","53","60","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-24","7.38","0.00","52","61","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-25","9.40","0.00","53","62","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-26","8.72","0.00","54","63","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-27","8.05","0.14","51","54","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-28","8.28","0.00","48","60","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-29","9.62","0.00","54","65","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-04-30","6.04","0.00","54","67","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-01","11.18","0.00","55","64","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-02","9.84","0.00","52","59","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-03","5.82","0.00","53","63","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-04","6.93","0.00","56","69","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-05","6.71","0.00","60","70","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-06","6.71","0.00","61","76","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-07","5.82","0.00","63","74","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-08","7.61","0.00","62","75","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-09","10.51","0.00","68","83","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-10","5.37","0.00","70","86","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-11","6.26","0.00","72","83","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-12","7.61","0.00","58","67","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-13","5.37","0.00","56","68","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-14","8.28","0.16","57","60","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-15","6.71","0.02","58","71","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-16","6.71","0.13","57","64","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-17","12.53","0.05","56","64","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-18","5.82","0.00","59","71","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-19","6.04","0.00","62","70","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-20","8.28","0.05","58","57","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-21","6.71","0.02","54","62","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-22","5.37","0.00","60","75","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-23","7.16","0.00","63","77","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-24","10.96","0.00","60","62","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-25","7.61","0.19","54","56","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-26","7.83","0.00","56","72","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-27","7.61","0.00","65","77","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-28","7.61","0.00","60","66","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-29","5.59","0.00","59","70","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-30","4.03","0.00","60","75","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-05-31","4.92","0.00","63","76","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-01","6.04","0.00","62","76","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-02","6.93","0.00","63","75","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-03","7.38","0.00","60","69","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-04","5.37","0.00","60","72","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-05","9.17","0.00","60","66","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-06","11.86","0.01","56","66","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-07","11.86","0.10","56","64","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-08","8.28","0.00","55","70","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-09","10.07","0.00","61","75","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-10","9.40","0.00","65","79","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-11","11.86","0.00","70","87","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-12","5.82","0.00","78","95","65"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-13","8.05","0.00","73","80","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-14","7.38","0.00","62","70","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-15","4.92","0.00","61","75","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-16","4.70","0.00","62","77","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-17","6.04","0.00","63","76","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-18","6.49","0.21","63","66","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-19","9.62","0.08","59","70","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-20","8.50","0.41","57","70","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-21","8.50","0.00","60","72","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-22","7.83","0.00","60","66","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-23","7.38","0.00","60","66","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-24","6.04","0.00","58","71","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-25","6.71","0.00","62","75","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-26","6.26","0.01","62","72","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-27","9.40","0.08","61","70","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-28","7.61","0.00","61","73","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-29","6.49","0.00","64","77","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-06-30","7.61","0.00","68","81","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-01","7.16","0.00","71","81","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-02","6.93","0.43","62","62","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-03","4.70","0.00","59","71","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-04","5.14","0.00","63","75","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-05","6.49","0.00","63","69","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-06","6.04","0.00","63","72","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-07","6.71","0.00","63","68","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-08","4.70","0.00","63","75","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-09","4.25","0.17","67","75","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-10","5.37","0.17","65","70","62"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-11","4.92","0.00","66","76","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-12","6.93","0.00","69","80","62"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-13","6.71","0.00","69","79","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-14","5.82","0.00","68","79","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-15","6.26","0.02","68","71","62"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-16","6.71","0.00","68","80","62"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-17","12.08","0.13","67","69","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-18","8.72","0.20","63","72","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-19","7.61","0.03","61","73","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-20","8.28","0.00","65","80","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-21","5.82","0.00","71","91","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-22","5.82","0.00","71","83","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-23","7.61","0.00","66","71","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-24","8.50","0.00","65","78","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-25","8.50","0.00","70","85","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-26","8.05","0.00","73","87","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-27","10.74","0.00","70","76","64"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-28","9.62","0.00","69","81","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-29","5.82","0.00","70","81","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-30","5.82","0.00","66","77","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-07-31","4.25","0.00","69","83","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2019-08-01","7.83","0.00","71","85","60"
